address,city,country,,,,,,,latitude,,longitude,,,property_name,,,,room_count,room_type,similar_hotel,,,,sitename,special_tag,state,uniq_id,zone
"8703-06 Desh Bandhu Gupta Road Paharganj, Paharganj, 110055 New Delhi, India – This neighbourhood is a great choice for travellers interested in city trips, sightseeing, and monuments – Check location Show map",new delhi,India,,,,,,,28.64525862,,77.21182957,,,Hotel Delhi 55,,,,23,Deluxe Double Room,The Prime Balaji Deluxe @ New Delhi Railway Station|Hotel Krishna Deluxe|Hotel Krishna,,,,http://www.booking.com/,Share,Delhi NCR,d2d227959ea29fda85ece6e699bc0ab6,Paharganj
"N1/15-D10 Gangotri Vihar, Nagwa, Lanka, 221005 Varanasi, India – Show map",varanasi,India,,,,,,,25.28186016,,83.00962418,,,Rahul Guest House,,,,18,Standard  Double Room,Shiva Guest House|BrijRama Palace- A Heritage Hotel|International Travellers' Hostel,,,,http://www.booking.com/,Share,Uttar Pradesh,e7419e8f4cdb9f86633f06aa5362914c,
"Near Anand Dham, Tapovan, Laxman Jhula , 249192 Rishīkesh, India – Show map",rishīkesh,India,,,,,,,30.12771117,,78.3253473,,,Hotel Welcome,,,,14,Deluxe Double Room,Green Hills Cottage|Kunwar Residency|Divine Ganga Cottage,,,,http://www.booking.com/,Share,Uttarakhand,8d41d587ea16d3bbcddd50297d4aaf16,
"41,Bansal Nagar,Fatehabad Road,Agra, Taj Ganj, 282001 Agra, India – This neighbourhood is a great choice for travellers interested in ancient landmarks, architecture, and monuments – Check location Show map",agra,India,,,,,,,27.16085338,,78.04190755,,,Hotel Viren Sofitel,,,,23,Deluxe Double Room with Fan,Hotel Rashmi Agra|Hotel Safari|Hotel Taj Plaza,,,,http://www.booking.com/,Share,Uttar Pradesh,89f2852316b722e5f711d3014d238195,Taj Ganj
"Neelamangala, 560003 Nelamangala, India – Great location -",nelamangala,India,,,,,,,13.0726122,,77.37571599,,,Ankitvista Green Village,,,,25,Deluxe Double Room,,,,,http://www.booking.com/,Share,Karnataka,c3ba519dadfca6459c190b330b15c2b0,
"Asset Area, AeroCity, 110037 New Delhi, India – Great location -",new delhi,India,,,,,,,28.55293738,,77.12146997,,,JW Marriott Hotel New Delhi Aerocity,,,,523,Deluxe Room,Radisson Blu Plaza Delhi|The Leela Palace New Delhi|The Oberoi Gurgaon,,,,http://www.booking.com/,Share,Delhi NCR,96f4ae2a4538ad81019742b54349f9a0,
"973, Sector- 40, Near Unitech Cyber Park, 122001 Gurgaon, India – Show map",gurgaon,India,,,,,,,28.446746,,77.0599341,,,Royal Sapphire,,,,27,Luxury Twin Room,ANYA Hotel Gurgaon,,,,http://www.booking.com/,Share,Haryana,a6dd105416132479dda9265e15a8bd41,
"West High Court Road, Aath Rasta Square, Laxmi Nagar, 440022 Nagpur, India – Show map",nagpur,India,,,,,,,21.124096,,79.064354,,,The Nagpur Ashok,,,,54,Deluxe Double Room,"Hotel Airport Centre Point|Radisson Blu Hotel, Nagpur|The Legend Inn @Nagpur",,,,http://www.booking.com/,Share,Maharashtra,7e8ad3592bb3d343d8687fb6bcf59593,
"360/C,1st Stage, Hebbal, 570016 Mysore, India – Great location -",mysore,India,,,,,,,12.34869458,,76.6152165,,,Varsha Enclave Novelty House,,,,16,One-Bedroom Apartment with Fan,The Green Hotel|Varsha Enclave- Trinity House|Fortune JP Palace,,,,http://www.booking.com/,Share,Karnataka,fa48d62a7d6b22e0407645a240e2e730,
,ahmedabad,India,,,,,,,23.01756073,,72.56184205,,,,,,,,One-Bedroom Apartment,,,,,http://www.booking.com/,,Gujarat,3609add81eb8bf1a467bd3a415369733,
"Prem Nagar Ashram Chock, 342 Govindpuri, 249403 Haridwār, India – Show map",haridwār,India,,,,,,,29.93153369,,78.13723728,,,Hotel Ganga View,,,,32,Deluxe Double or Twin Room,Maan Hotel|EllBee Ganga View|Golden Tulip Haridwar,,,,http://www.booking.com/,Share,Uttarakhand,1cf7a56093f3cfef4e7c3ec21586e25a,
"360/C,1st Stage, Hebbal, 570016 Mysore, India – Great location -",mysore,India,,,,,,,12.34869458,,76.6152165,,,Varsha Enclave Novelty House,,,,16,One-Bedroom Apartment with Fan,The Green Hotel|Varsha Enclave- Trinity House|Fortune JP Palace,,,,http://www.booking.com/,Share,Karnataka,5761f780a380c39467c9d1787dd6c456,
"Badane Kuppe, Antharasate, HD Kote Taluk, 571114 Begūr, India – Great location -",begūr,India,,,,,,,11.97626687,,76.31122291,,,Red Earth Kabini,,,,18,Cottage,"Orange County, Kabini|Waterwoods Lodge Kabini",,,,http://www.booking.com/,Share,Karnataka,7c854496847340b281e0d409b5b6d2ea,
"Grand Duff Road, Valley View, Lovedale, Ooty, 643003 Ooty, India – Great location -",ooty,India,,,,,,,11.38783167,,76.71747297,,,Hill Country Lovedale,,,,20,Deluxe Suite,Ooty - Fern Hill; A Sterling Holidays resort|Western Valley Resorts|Taj Savoy Hotel,,,,http://www.booking.com/,Share,Tamil Nadu,7dfab0c1349bceca54e63f6948184910,
"No. 1 Jayamahal Road, 560046 Bangalore, India – Show map",bangalore,India,,,,,,,12.99668601,,77.59747088,,,Jayamahal Palace Hotel,,,,37,Premium Cottage,"Holiday Inn & Suites Bengaluru Whitefield|Lemon Tree Premier, Ulsoor Lake, Bengaluru",,,,http://www.booking.com/,Share,Karnataka,3b78b51c440bc095961e1b200135012d,
"Nagin Lake, Opp Ashai Bagh Bridge, 190006 Srinagar, India – Show map",srinagar,India,,,,,,,34.11634803,,74.83456627,,,Houseboat Moonshine,,,,10,Standard Double or Twin Room,Hotel Walisons Resorts|Houseboat Moon of Kashmir,,,,http://www.booking.com/,Share,Jammu & Kashmir,d4b05dc0b764cf8f652504e24cc7bc69,
"A/15/1, Vani Vihar Square, 751022 Bhubaneshwar, India – Show map",bhubaneshwar,India,,,,,,,20.29611468,,85.83973557,,,Hotel Seetal,,,,56,Executive Double or Twin Room,Hotel Pal Heights.|Trident Bhubaneswar|Mango Hotels - Prangan,,,,http://www.booking.com/,Share,Orissa,d502fef7d1537c1353f2a4220cd71c25,
"Ramagondana Halli, Airport Varthur Road, Whitefield, 560066 Bangalore, India – This neighbourhood is a great choice for travellers interested in warm weather, business, and friendly people – Check location Show map",bangalore,India,,,,,,,12.96410138,,77.73951262,,,Palm Meadows Club,,,,78,Luxury Room,The Leela Palace Bangalore|Hilton Bangalore Embassy GolfLinks|Taj West End,,,,http://www.booking.com/,Share,Karnataka,8f492328fcc82ef383d2aaa4099936d3,Whitefield
"8703-06 Desh Bandhu Gupta Road Paharganj, Paharganj, 110055 New Delhi, India – This neighbourhood is a great choice for travellers interested in city trips, sightseeing, and monuments – Check location Show map",new delhi,India,,,,,,,28.64525862,,77.21182957,,,Hotel Delhi 55,,,,23,Deluxe Double Room,The Prime Balaji Deluxe @ New Delhi Railway Station|Hotel Krishna Deluxe|Hotel Krishna,,,,http://www.booking.com/,Share,Delhi NCR,5d63c46fa1b1f86cd283208849c5c5b3,Paharganj
"151/12, Suresh Complex, Magarpatta Kharadi Road,Hadapsar, 411013 Pune, India – Show map",pune,India,,,,,,,18.5065421,,73.9280646,,,Hotel Suresh Inn,,,,20,Deluxe Double Room,Sun-n-Sand Pune|FabHotel Gandharva Shivajinagar|Starlit Select Mont Vert,,,,http://www.booking.com/,Share,Maharashtra,9e3aa3b9551b6ebe665ed1d097e53c7a,
"Near Sikandra Tomb, Agra, 282007 Agra, India – Show map",agra,India,,,,,,,27.19678017,,77.95529499,,,Hotel Red Inn,,,,21,Standard Double Room with Fan,Hotel Atulyaa Taj|Hotel Taj Resorts|Aura Mumtaz Mahal,,,,http://www.booking.com/,Share,Uttar Pradesh,49992fd591561d000d896ebb628937b7,
"38 Netaji Subhash Marg Darya Ganj Main Road near Police station New Delhi 110002., Chandni Chowk, 110002 New Delhi, India – This neighbourhood is a great choice for travellers interested in street markets, markets, and culture – Check location Show map",new delhi,India,,,,,,,28.65509754,,77.23673657,,,Hotel Arina Inn,,,,35,Deluxe Double Room,Hotel Krishna|Aman Continental|Optimum Palm D'or @ New Delhi Railway station,,,,http://www.booking.com/,Share,Delhi NCR,77a81b16dd51c313dddeb8fafd35af57,Chandni Chowk
"6/110, Kovolam Road, Near Four way, 629702 Kanyakumari, India – Show map",kanyakumari,India,,,,,,,8.082357619,,77.54132956,,,Seasun Residency,,,,90,Double Room with Fan,Hotel Ganesh Lodge|Hotel Sun Rock|Hotel Bharani,,,,http://www.booking.com/,Share,Tamil Nadu,83b05d68826424232f605de25843d4e5,
"Near Bus Stand Dalhousie , 176304 Dalhousie, India – Great location -",dalhousie,India,,,,,,,32.53918432,,75.96816838,,,Grand View Hotel,,,,40,Deluxe Double Room,Atithis Resort,,,,http://www.booking.com/,Share,Himachal Pradesh,948ed16f1d482e6fd131792d160d1de3,
"75, Harish Mukherjee Road,beside Mitra Institute,, 700025 Kolkata, India – Show map",kolkata,India,,,,,,,22.5241521,,88.3439436,,,Hotel Aston International,,,,22,Super Deluxe Double Room,Hotel Metropole,,,,http://www.booking.com/,Share,West Bengal,030a5931eb5204184559af1807531331,
"Library Chowk, 248179 Mussoorie, India – Great location -",mussoorie,India,,,,,,,30.46030148,,78.06314796,,,Fortune The Savoy,,,,50,Standard Double Room,Mussoorie - Dancing Leaves 'A Sterling Resort'|Rokeby Manor,,,,http://www.booking.com/,Share,Uttarakhand,571d09f132533f21d0d71abe267c2f79,
"2/1-B&2/1-C, Devka Beach, Marwad, 400000 Daman, India – Great location -",daman,India,,,,,,,20.4495049,,72.8361289,,,The Gold Beach Resort,,,,39,Suite,Hotel Silver Leaf,,,,http://www.booking.com/,Share,Gujarat,7340162e83bc0c8217e7bac59b8e9057,
"Moti Khardi, 361140 Sika, India – Show map",sika,India,,,,,,,22.41266144,,69.88296173,,,Hotel Express Residency-Jamnagar,,,,100,Deluxe Double Room,Hotel Fortune Palace,,,,http://www.booking.com/,Share,Gujarat,200bae5daaf682f0a995a940a0eddf0b,
,shirdi,India,,,,,,,19.77636774,,74.48611164,,,,,,,,Suite,,,,,http://www.booking.com/,,Maharashtra,00e7ff2df11e72aa5602e911063abc17,
"Thottacherry House, Iruttala, Pottenkadu, Pothenmedu, 685569 Munnar, India – Show map",munnar,India,,,,,,,10.08895131,,77.05951712,,,T Cherry Villa,,,,6,Single Bedroom Apartment,Orchid Highlands|Rivulet resort|Green Magic Home,,,,http://www.booking.com/,Share,Kerala,8f3ad5d836e4d26186005d69ff5ae5a2,
"Behind Shenoys,YMCA Junction,Chitoor Road, Ernakulam, 682011 Cochin, India – This neighbourhood is a great choice for travellers interested in nature, scenery, and relaxation – Check location Show map",cochin,India,,,,,,,9.976279021,,76.28506064,,,Pearl Palace,,,,35,Deluxe Double Room,"Hotel Park Residency, Kakkanad|Soma Kerala Palace|Tag Und Nacht",,,,http://www.booking.com/,Share,Kerala,e29be73259c094942371c13965828c2f,Ernakulam
"Near Dalai Lama Temple, Buddha House Road Near Nag Mandir, 176219 Dharamshala, India – Show map",dharamshala,India,,,,,,,32.23258279,,76.32375956,,,The Horizon Villa South,,,,5,Deluxe Double Room,Ram Yoga House|D's Casa|New Varuni House,,,,http://www.booking.com/,Share,Himachal Pradesh,1aad30edd2eef707a6a9b51de320d761,
"49-50 Sunder Nagar, Mathura Road, Near Pragati Maidan, 110003 New Delhi, India – Show map",new delhi,India,,,,,,,28.60328692,,77.24073306,,,Jukaso Inn,,,,25,Executive Room,Hotel Krishna,,,,http://www.booking.com/,Share,Delhi NCR,2d8eed2e451d95c0cdefc6285ebc31de,
"A-305, Prashant Vihar, Rohini, 110085 New Delhi, India – Show map",new delhi,India,,,,,,,28.71293783,,77.13544428,,,Sweet Holiday Home,,,,24,Standard Double Room,Crowne Plaza New Delhi Rohini,,,,http://www.booking.com/,Share,Delhi NCR,02408703dace26684d7d5c2400c1f54d,
"S.C.O 6 - 7, Sec 17A, 160017 Chandīgarh, India – Show map",chandīgarh,India,,,,,,,30.7446795,,76.78676708,,,Hotel Corporate Inn,,,,22,Deluxe Double Room,New Chandigarh Holiday Home,,,,http://www.booking.com/,Share,Chandigarh,d82508abe99165fb0b1e8b347395b8dd,
"Dolma Chowk, 176219 McLeod Ganj, India – Show map",mcleod ganj,India,,,,,,,32.2338491,,76.32466078,,,Hotel Sapphire,,,,16,Deluxe Double Room,Green Hotel|Silvermoon House|Annex Hotel,,,,http://www.booking.com/,Share,Himachal Pradesh,e43b18a33c4d93bda9ebdf72631f7c29,
"14 A Burdwan Road, Alipore, 700027 Kolkata, India – Show map",kolkata,India,,,,,,,22.52224618,,88.32773826,,,Check In Check Out,,,,24,Deluxe Double or Twin Room,Treebo Globe International|Pipal Tree Hotel|Viceroy Boutique Hotel,,,,http://www.booking.com/,Share,West Bengal,f1855ab0b10720c50ca521ba5e4edf5f,
"H.No.66, D'Mello Vaddo, 403509 Anjuna, India – Great location -",anjuna,India,,,,,,,15.58297297,,73.73991385,,,Casa Anjuna,,,,24,Casa Favorite,FabHotel Anjuna Beachfront|Pinnacle Holiday Homes|Resort Coqueiral,,,,http://www.booking.com/,Share,Goa,f2f709e26f4dd9c888e4bb1c73f394b7,
"35, Lal Ghat, Behind Jagdish Temple, 313001 Udaipur, India – Great location -",udaipur,India,,,,,,,24.578516,,73.6824539,,,Krishna Niwas,,,,8,Superior Double Room,Hotel Pratap Bhawan|Madri Haveli,,,,http://www.booking.com/,Share,Rajasthan,3f856e2c617959085d03d7adc471f9ee,
"Pimpalwadi Road , 423109 Shirdi, India – Great location -",shirdi,India,,,,,,,19.7675808,,74.4766939,,,Sharan,,,,60,Standard Triple Room with Fan,Hotel Yogiraj|Hotel G-Square - Shirdi|Hotel Sai Jashan,,,,http://www.booking.com/,Share,Maharashtra,1fc5fbb6810f5f07cb5c372991c4c8a0,
"Ramakkalmedu, P.O,Thekkady, 685552 Ramakkalmedu, India – Show map",ramakkalmedu,India,,,,,,,9.79802888,,77.23672396,,,Punarjani Ayurvedic Resorts,,,,13,Natural Hut,Tranquil Greens|Ambadi|Charles Premier Inn,,,,http://www.booking.com/,Share,,155fbda666cc5517b755529c29a028a2,
"The Mall Cant, 221002 Varanasi, India – Show map",varanasi,India,,,,,,,25.33753164,,82.97967799,,,Rivatas By Ideal,,,,68,Deluxe Double or Twin Room,Ramada Plaza JHV|Shree Ganesha Palace|Suryauday Haveli - An Amritara Resort,,,,http://www.booking.com/,Excellent choice for couples,Uttar Pradesh,f3c0d749b9812c69f1db0ea843e98ecc,
"Dal gate Ghat No 1, Dal lake , 194101 Srinagar, India – Show map",srinagar,India,,,,,,,34.08819633,,74.83466095,,,Houseboat Pride of India,,,,6,Deluxe Double or Twin Room,Houseboat Moon of Kashmir,,,,http://www.booking.com/,Share,Jammu & Kashmir,9edb35e7c80a23f29f52300f26f339d9,
"The Mall Cant, 221002 Varanasi, India – Show map",varanasi,India,,,,,,,25.33753164,,82.97967799,,,Rivatas By Ideal,,,,68,Deluxe Double or Twin Room,Shree Ganesha Palace|Suryauday Haveli - An Amritara Resort,,,,http://www.booking.com/,Excellent choice for couples,Uttar Pradesh,9c536a5bbd586be21f9c00f8ca52aa9b,
"10/6 Lavelle Road, 560001 Bangalore, India – Show map",bangalore,India,,,,,,,12.97586078,,77.59947717,,,The Chancery Hotel,,,,125,Deluxe Double or Twin Room,"My Fortune Bengaluru|The Elanza Hotel, Bangalore|Ibis Bengaluru City Centre",,,,http://www.booking.com/,Share,Karnataka,ec5ba54ff2f83e84d7235b04b15c8e0b,
"Plot No 4, EPIP Zone, Beside Symphony Teleca Building, Next to ITPL Back Gate, Whitefield, Whitefield, 560066 Bangalore, India – This neighbourhood is a great choice for travellers interested in warm weather, business, and friendly people – Check location Show map",bangalore,India,,,,,,,12.9863677,,77.73216489,,,"Hotel Formule1 Whitefield, an AccorHotels Brand",,,,162,Standard Double Room,Chris Hotel - Whitefield|Fairfield by Marriott Bengaluru Rajajinagar|Premier Inn Bangalore Whitefield,,,,http://www.booking.com/,Share,Karnataka,685587aa299db45ac506e3b503d779ca,Whitefield
"Grand Duff Road, Valley View, Lovedale, Ooty, 643003 Ooty, India – Great location -",ooty,India,,,,,,,11.38783167,,76.71747297,,,Hill Country Lovedale,,,,20,Deluxe Suite,Ooty - Fern Hill; A Sterling Holidays resort|Western Valley Resorts|Taj Savoy Hotel,,,,http://www.booking.com/,Share,Tamil Nadu,4a591a631cbfd7ad3db30988671c5472,
"Street No-3, Mahipalpur, Mahipalpur, 110037 New Delhi, India – This neighbourhood is a great choice for travellers interested in history, food, and culture – Check location Show map",new delhi,India,,,,,,,28.54828526,,77.12738988,,,Airport Hotel Sunrise Blue,,,,5,Deluxe Double Room,Hotel Airport Land|FabHotel Lohias Delhi Airport|La Franso,,,,http://www.booking.com/,Share,Delhi NCR,df27151a8d0d865aa59d0730ded39806,Mahipalpur
"48/10, Village Majorda, Adao Waddo, Salcette, 403713 Salcete, India – Show map",salcete,India,,,,,,,15.30743521,,73.91018397,,,The Diwa Club,,,,35,Club Room,The Leela Goa|Goa Marriott Resort & Spa|Taj Exotica,,,,http://www.booking.com/,Share,Goa,fd48922ea122cbc686056fa198b24521,
"Near Murugan Temple Nilavoor Road, Vellore Dist., 635751 Yelagiri, India – Show map",yelagiri,India,,,,,,,12.55976297,,78.64011526,,,Yelagiri - Marigold Ridge; A Sterling Holidays Resort,,,,64,Classic Double Room,"Leisure Vacations Cloud9 Resort,Yelagiri|Hotel Emerald Dove",,,,http://www.booking.com/,Share,Tamil Nadu,ff0e70aaf70b0850df821cd846e6a20d,
"1238/2 Apte Road, Deccan Gymkhana, Shivaji Nagar, 411004 Pune, India – This neighbourhood is a great choice for travellers interested in culture, history, and shopping for clothes – Check location Show map",pune,India,,,,,,,18.51948928,,73.84328887,,,Orbett Hotel,,,,28,Executive Double or Twin Room,Treebo Deccan 8|Starlit Select Mont Vert|Keys Hotel Pimpri- Pune,,,,http://www.booking.com/,Share,Maharashtra,f5424b4b7fc354b3547ceb396a52aa5a,Shivaji Nagar
"C 30/4, Sector 62, 201301 Noida, India – Show map",noida,India,,,,,,,28.61310764,,77.36821309,,,Treebo Corporate Suites,,,,65,Standard Double or Twin Room,Hotel Good Palace|Optimum Palm D'or @ New Delhi Railway station|Golden Tulip Vasundhara,,,,http://www.booking.com/,Share,Uttar Pradesh,cde1e7b3ca577c2a910284b4372c5dad,
"Tapovan, 249192 Rishīkesh, India – Great location -",rishīkesh,India,,,,,,,30.12766013,,78.31821799,,,High Bank Peasant's Cottage,,,,21,Deluxe Twin Room,Bonfire Hostels - Rishikesh|Yog Niketan By Sanskriti|Vedas Tapovan,,,,http://www.booking.com/,Share,Uttarakhand,aa972522469be7d7a291c5fcfa7858f8,
"D20 /14 Munshi Ghat Varanasi , 221001 Varanasi, India – Great location -",varanasi,India,,,,,,,25.30571526,,83.00983362,,,Shiva Guest House,,,,8,Premium Double Room with Fan,Shree Ganesha Palace|Bhadra Kali Guest House|Shivakashi Guest House,,,,http://www.booking.com/,Share,Uttar Pradesh,9568004d1bb91c47d25b293621b50696,
"S.No. 4/80,4/62-Sun-n-Sand Road.Taluka Rahata Dist.Ahmednagar, 423109 Shirdi, India – Show map",shirdi,India,,,,,,,19.7720882,,74.4785742,,,Hotel Ganpati Palace,,,,33,Deluxe Double Room - A/C,Hotel Laxmi Palace|Veer Sai|Hotel Sai Bansi,,,,http://www.booking.com/,Share,Maharashtra,94f61cc1e2b66cf60710468fdbf7fc84,
"Street No-3, Mahipalpur, Mahipalpur, 110037 New Delhi, India – This neighbourhood is a great choice for travellers interested in history, food, and culture – Check location Show map",new delhi,India,,,,,,,28.54828526,,77.12738988,,,Airport Hotel Sunrise Blue,,,,5,Deluxe Double Room,Hotel Airport Land|FabHotel Lohias Delhi Airport|La Franso,,,,http://www.booking.com/,Share,Delhi NCR,a13198d65f7baa668d5b6ce273f7b42f,Mahipalpur
"PB No. 121, B.M Road, Hassan, 573201 Hassan, India – Show map",hassan,India,,,,,,,13.00241473,,76.10227346,,,Hassan Ashok,,,,37,Standard Double or Twin Room,Mallige Residency|Hotel Raama|Hotel Southern Star Hassan,,,,http://www.booking.com/,Share,Karnataka,62c07321fd4d980d5bd15d7bb39bf367,
"CCEA Hall Road, right side of Thamaraparambu School, Kokers Cinema Theater Bus Stop, Fort Cochin , 682001 Cochin, India – Great location -",cochin,India,,,,,,,9.959091974,,76.244739,,,Dream Catcher Home Stay,,,,16,Budget Double Room,North Centre|Vasco Da Gama Inn|CL Dreams Homestay,,,,http://www.booking.com/,Share,Kerala,9cd10ffd8939cb64bd0b1e2c8a586aec,
"Hotel Rahi Opp Bhaktidham Peth Naka Panchavti Nashik, 422003 Nashik, India – Show map",nashik,India,,,,,,,19.99748103,,73.78980766,,,Hotel Rahi Nashik,,,,33,Deluxe Double Room with Fan,Hotel Rama Heritage|Ibis Nashik|Samudra Service Apartment,,,,http://www.booking.com/,Share,Maharashtra,9c519f150a8b60ffb3c3ecbe62737e44,
"Jogiwara Road, Mcleodganj, 176219 Dharamshala, India – Show map",dharamshala,India,,,,,,,32.2481597,,76.32535815,,,Moon Walk Residency,,,,12,Deluxe Double Room with Fan,Annex Hotel|Kamal Residency,,,,http://www.booking.com/,Share,Himachal Pradesh,a049154bd26ecdf68bb7c9d6f936b90d,
,bangalore,India,,,,,,,12.948127,,77.59937096,,,,,,,,Deluxe Double Room with Fan,,,,,http://www.booking.com/,,Karnataka,85cdd9d541769efa5fd79a6b7124ced6,
"No 11 Melakkal main road, Kochadai, 625016 Madurai, India – Great location -",madurai,India,,,,,,,9.936281945,,78.0870384,,,Heritage Madurai,,,,68,Standard Double Room,The Gateway Hotel Pasumalai Madurai,,,,http://www.booking.com/,Share,Tamil Nadu,0f7bf406180c27583dd46865e8124e1a,
"Brijwasi Lands Inn, Masani Link Road, Delhi Bye Pass, 281001 Mathura, India – Show map",mathura,India,,,,,,,27.52255905,,77.66532004,,,Brijwasi Lands Inn,,,,32,Luxury Double or Twin Room,Best Western Radha Ashok|Hotel Santosh Dham|Clarks Inn Mathura,,,,http://www.booking.com/,Share,Uttar Pradesh,16fab9cc6bd4d43d1997e38717cd01d4,
"Near Murugan Temple Nilavoor Road, Vellore Dist., 635751 Yelagiri, India – Show map",yelagiri,India,,,,,,,12.55976297,,78.64011526,,,Yelagiri - Marigold Ridge; A Sterling Holidays Resort,,,,64,Classic Double Room,"Leisure Vacations Cloud9 Resort,Yelagiri|Hotel Emerald Dove",,,,http://www.booking.com/,Share,Tamil Nadu,938844feb8a5c4628ee35656cd0ecff9,
"63, Bansal Nagar, Near JagJeewan Choak, Fatehabad Road, Agra, Taj Ganj, 282001 Agra, India – This neighbourhood is a great choice for travellers interested in ancient landmarks, architecture, and monuments – Check location Show map",agra,India,,,,,,,27.16240932,,78.03581357,,,Hotel Viren Holiday Home Agra,,,,16,Deluxe Double Room with Fan,Ray of Maya|Hotel M House|Hotel Safari,,,,http://www.booking.com/,Share,Uttar Pradesh,b44f791f835dda6a6900df7bf0763aed,Taj Ganj
"PB No. 121, B.M Road, Hassan, 573201 Hassan, India – Show map",hassan,India,,,,,,,13.00241473,,76.10227346,,,Hassan Ashok,,,,37,Standard Double or Twin Room,Mallige Residency|Hotel Raama|Hotel Southern Star Hassan,,,,http://www.booking.com/,Share,Karnataka,2517d80e0f947925a0466669af86affc,
"Hanuman Ghat, Out Side Chand Pole, 313001 Udaipur, India – Great location -",udaipur,India,,,,,,,24.58014628,,73.67989004,,,Panorama Guest House,,,,25,Basic Double Room,Hotel Pratap Bhawan|Hotel Lake Star|Mewari Villa,,,,http://www.booking.com/,Share,Rajasthan,c614a3c55d0f27fe77c5f1aac83141bc,
"10 Mile Stone, Jaipur Bikaner highway, 334001 Bikaner, India – Show map",bikaner,India,,,,,,,28.03863117,,73.42469394,,,Vesta Bikaner Palace,,,,48,Luxury Double or Twin Room,The Laxmi Niwas Palace|Hotel Desert Winds,,,,http://www.booking.com/,Share,Rajasthan,8225c1ffc860fadd7954348f43cc2719,
"Sadhu Bela Road, Near Chitra Cinema, 249401 Haridwār, India – Show map",haridwār,India,,,,,,,29.94764648,,78.15770924,,,Chitra Grand,,,,24,Super Deluxe Double Room,Le Grand Hotel|Hotel Krishna Ji|Ganga Kinare - A Riverside Boutique Hotel,,,,http://www.booking.com/,Share,Uttarakhand,59a0a3da819f6fc3c5fa70d280621e57,
"3499-3500, Desh Bandhu Gupta Road, Pahar Ganj, Paharganj, 110055 New Delhi, India – This neighbourhood is a great choice for travellers interested in city trips, sightseeing, and monuments – Check location Great location -",new delhi,India,,,,,,,28.64416169,,77.2156544,,,Hotel Stay Well Dx,,,,38,Deluxe Double Room,The Prime Balaji Deluxe @ New Delhi Railway Station|Villa 33|The Madpackers Hostel,,,,http://www.booking.com/,Share,Delhi NCR,3d5c4af6bfdc2a26a2c7fc7e9ee86f36,Paharganj
"Near Dalai Lama Temple, Buddha House Road Near Nag Mandir, 176219 Dharamshala, India – Show map",dharamshala,India,,,,,,,32.23258279,,76.32375956,,,The Horizon Villa South,,,,5,Deluxe Double Room,Ram Yoga House|D's Casa|New Varuni House,,,,http://www.booking.com/,Share,Himachal Pradesh,92c8a6a463614d1a028492b68021249f,
,bangalore,India,,,,,,,12.99920878,,77.59937096,,,,,,,,Suite,,,,,http://www.booking.com/,,Karnataka,fe6e4f3605f08b5c291da0c5904c68d2,
"1, Bansal Nagar, Tourist Complex Area, near Pizza Hut, Fatehabad Road, Taj Ganj, 282001 Agra, India – This neighbourhood is a great choice for travellers interested in ancient landmarks, architecture, and monuments – Check location Show map",agra,India,,,,,,,27.1618762,,78.03564996,,,Hotel Mani Ram Palace,,,,36,Deluxe Double Room,Aura Mumtaz Mahal|Optimum Tara Palace @ Taj|Sai Home Stay Bed & Breakfast,,,,http://www.booking.com/,Share,Uttar Pradesh,9ebce78526327493203d637f64d63739,Taj Ganj
"360/C,1st Stage, Hebbal, 570016 Mysore, India – Great location -",mysore,India,,,,,,,12.34869458,,76.6152165,,,Varsha Enclave Novelty House,,,,16,One-Bedroom Apartment with Fan,The Green Hotel|Varsha Enclave- Trinity House|Fortune JP Palace,,,,http://www.booking.com/,Share,Karnataka,d4d6ca07f2f12cfc3e0e8e4b788247d7,
"Opp. Saj Hotel, Panchgani - Mahabaleshwar Road, 412806 Mahābaleshwar, India – Show map",mahābaleshwar,India,,,,,,,17.9277743,,73.6924916,,,Hirkani Garden Hotel,,,,18,Super Deluxe Double Room,Misty Hills|Panchgani Cottages|Mulberry Inn,,,,http://www.booking.com/,Share,Maharashtra,e96f97f5f5e59f293434c7e40d62b274,
"No.1 Woods Road, off Mount Road, 600002 Chennai, India – Great location -",chennai,India,,,,,,,13.06226571,,80.26413918,,,La Woods Hotel,,,,34,Executive Double or Twin Room,"Savera Hotel|Avenue 11 Boutique Residences, Poes Garden Chennai|The Leela Palace Chennai",,,,http://www.booking.com/,Share,Tamil Nadu,1caa7ed9588677d13722dbb11cb7297d,
"38 Netaji Subhash Marg Darya Ganj Main Road near Police station New Delhi 110002., Chandni Chowk, 110002 New Delhi, India – This neighbourhood is a great choice for travellers interested in street markets, markets, and culture – Check location Show map",new delhi,India,,,,,,,28.65509754,,77.23673657,,,Hotel Arina Inn,,,,35,Deluxe Double Room,Hotel Krishna|Aman Continental|Optimum Palm D'or @ New Delhi Railway station,,,,http://www.booking.com/,Share,Delhi NCR,c348aa18b6766d104aeab6bf471572aa,Chandni Chowk
"46/A1, Mount Poonamallee Road, Nandambakkm, 600089 Chennai, India – Show map",chennai,India,,,,,,,13.01517583,,80.19254565,,,Akash Inn,,,,15,Superior Double Room,Siesta Residency|Hotel Gokulam Park|SR Pradeep Park,,,,http://www.booking.com/,Share,Tamil Nadu,5f8a1faa1a5f09f0c13843fbd6020b0a,
